9, 0, 0.485603034496, 0
127, 0, 0.298022508621, 0
176, 0, 0.241084173322, 0
38, 0, 0.0595308877528, 0
205, 0, -0.236049503088, 0
51, 0, -0.248237401247, 0
218, 0, 0.230976507068, 0
64, 0, -0.168975576758, 0
129, 0, -0.373282402754, 0
247, 0, -0.262113660574, 0
93, 0, -0.340645462275, 0
158, 0, -0.30532848835, 0
4, 0, 0.189091667533, 0
106, 0, -0.125199511647, 0
171, 0, 0.2787322402, 0
17, 0, -0.34753921628, 0
184, 0, -0.209298923612, 0
46, 0, 0.191247805953, 0
213, 0, 0.232306808233, 0
59, 0, 0.416770666838, 0
226, 0, 0.251564890146, 0
72, 0, 0.104633994401, 0
137, 0, 0.0598444193602, 0
255, 0, 0.0536225698888, 0
101, 0, -0.39887085557, 0
166, 0, 0.134932652116, 0
12, 0, 0.478565245867, 0
114, 0, -0.393854051828, 0
179, 0, -0.0501919463277, 0
25, 0, 0.0632948055863, 0
192, 0, 0.229864761233, 0
54, 0, -0.412287950516, 0
221, 0, -0.49934643507, 0
67, 0, 0.0461243987083, 0
132, 0, -0.120900787413, 0
234, 0, -0.1133531183, 0
80, 0, 0.399803668261, 0
145, 0, -0.435673773289, 0
7, 0, 0.474777340889, 0
109, 0, 0.441769391298, 0
174, 0, 0.417979925871, 0
20, 0, 0.0468541719019, 0
122, 0, 0.0643700063229, 0
187, 0, 0.193866848946, 0
33, 0, -0.444811463356, 0
200, 0, -0.213957190514, 0
62, 0, -0.283483594656, 0
229, 0, -0.345788568258, 0
75, 0, 0.106300473213, 0
140, 0, -0.1229538396, 0
242, 0, 0.381075173616, 0
88, 0, -0.351660996675, 0
153, 0, 0.206811591983, 0
15, 0, 0.281045615673, 0
117, 0, -0.179797679186, 0
182, 0, 0.470236569643, 0
28, 0, 0.201497405767, 0
195, 0, 0.396521598101, 0
41, 0, -0.337069958448, 0
208, 0, 0.223261639476, 0
70, 0, -0.401492834091, 0
135, 0, 0.199183374643, 0
237, 0, 0.354063004255, 0
83, 0, 0.073079161346, 0
148, 0, 0.455897182226, 0
250, 0, 0.478629380465, 0
96, 0, 0.459316909313, 0
161, 0, 0.360550940037, 0
23, 0, -0.025068750605, 0
125, 0, -0.0747969597578, 0
190, 0, 0.472787946463, 0
36, 0, -0.443217009306, 0
203, 0, 0.143366321921, 0
49, 0, -0.316520065069, 0
216, 0, 0.148616552353, 0
78, 0, -0.429030537605, 0
143, 0, 0.260807752609, 0
245, 0, 0.458590269089, 0
91, 0, 0.47879204154, 0
156, 0, 0.414032280445, 0
2, 0, -0.209958598018, 0
104, 0, -0.14854824543, 0
169, 0, 0.278530418873, 0
31, 0, 0.300123363733, 0
198, 0, -0.42406001687, 0
44, 0, -0.0316181182861, 0
211, 0, 0.435281157494, 0
57, 0, -0.18657669425, 0
224, 0, 0.316161215305, 0
86, 0, -0.0617050454021, 0
151, 0, 0.35238263011, 0
253, 0, 0.0514733083546, 0
99, 0, 0.487266689539, 0
164, 0, 0.324989467859, 0
10, 0, -0.302298992872, 0
112, 0, -0.024339325726, 0
177, 0, 0.46899703145, 0
39, 0, 0.380767226219, 0
206, 0, 0.299712598324, 0
52, 0, 0.33155888319, 0
